id,name,currentVersion,dataFileHandleId,dataFileName,dataFileSizeBytes,dataFileMD5Hex,BiospecimenKey,DataUseCodes,DatasetViewKey,EntityId,FileAlias,FileAssay,FileDescription,FileDesign,FileFormat,FileLevel,FileSpecies,FileTissue,FileTumorType,FileUrl,FileViewId,StudyKey,FileDataUseCodes,FileLongitudinalEventType,FileLongitudinalGroup,FileLongitudinalSequenceIdentifier,FileLongitudinalSequentialTimeElapsed,FileLongitudinalTimeElapsedUnit,FileLongitudinalTotalTimeElapsed
syn60245721,20220601_brainslvl2_annotations.csv,1,142025758,20220601_brainslvl2_annotations.csv,68634,7cb52b7caec3c5d857425ac631fd7939,Not Applicable,NA,syn63100169,syn60245721,syn60245721,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for level 2 mouse brain section images from cohort 20220601_AK, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245721,syn60245721,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245722,shCNDP1-1_12_BR_lvl1_1013017.csv,1,142025752,shCNDP1-1_12_BR_lvl1_1013017.csv,2170,fef13b966346f3cb2654f7f68a2e44f5,CA263001-B581,NA,syn63100169,syn60245722,syn60245722,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245722,syn60245722,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245723,shCNDP1-1_7_BR_lvl2_1013047.csv,1,142025762,shCNDP1-1_7_BR_lvl2_1013047.csv,2268,bcc15bc30a0788be56b85f45d9947507,CA263001-B594,NA,syn63100169,syn60245723,syn60245723,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245723,syn60245723,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245724,shCNDP1-2_1_BR_lvl1_1013018.csv,1,142025764,shCNDP1-2_1_BR_lvl1_1013018.csv,1615,1c649155018aa35a9a5dad40cdb7a42b,CA263001-B599,NA,syn63100169,syn60245724,syn60245724,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245724,syn60245724,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245725,shCNDP1-1_5_BR_lvl2_1013045.csv,1,142025766,shCNDP1-1_5_BR_lvl2_1013045.csv,2214,3dc673cbec889af650218f64df771d23,CA263001-B590,NA,syn63100169,syn60245725,syn60245725,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245725,syn60245725,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245726,shCNDP1-1_4_BR_lvl2_1013044.csv,1,142025763,shCNDP1-1_4_BR_lvl2_1013044.csv,2528,a102e0d92e61b33d0a3a167bd87cd81d,CA263001-B588,NA,syn63100169,syn60245726,syn60245726,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245726,syn60245726,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245727,shCNDP1-2_1_BR_lvl2_1013053.csv,1,142025767,shCNDP1-2_1_BR_lvl2_1013053.csv,2082,36a94f46a5a11e813b77736d7c10a65b,CA263001-B600,NA,syn63100169,syn60245727,syn60245727,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245727,syn60245727,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245728,shCNDP1-2_11B_BR_lvl2_1013062.csv,1,142025771,shCNDP1-2_11B_BR_lvl2_1013062.csv,2787,477bf6f63f7d64622dc336074822c364,CA263001-B604,NA,syn63100169,syn60245728,syn60245728,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245728,syn60245728,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245729,shCNDP1-1_9_BR_lvl2_1013049.csv,1,142025773,shCNDP1-1_9_BR_lvl2_1013049.csv,2599,68f221d8f496e273a9dd60e59b7b86bf,CA263001-B598,NA,syn63100169,syn60245729,syn60245729,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245729,syn60245729,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245730,shCNDP1-2_3_BR_lvl2_1013055.csv,1,142025775,shCNDP1-2_3_BR_lvl2_1013055.csv,1975,ca4d847b93feec620a513ae353c5626a,CA263001-B608,NA,syn63100169,syn60245730,syn60245730,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245730,syn60245730,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245731,shCNDP1-1_6_BR_lvl2_1013046.csv,1,142025776,shCNDP1-1_6_BR_lvl2_1013046.csv,2356,303ba6bbf0c9096ab8ead7537ab8a470,CA263001-B592,NA,syn63100169,syn60245731,syn60245731,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245731,syn60245731,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245732,shCNDP1-2_5_BR_lvl1_1013022.csv,1,142025774,shCNDP1-2_5_BR_lvl1_1013022.csv,1943,689f87406562b2f29d7ad8c217b2fe67,CA263001-B611,NA,syn63100169,syn60245732,syn60245732,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245732,syn60245732,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245733,shCNDP1-1_7_BR_lvl1_1013012.csv,1,142025777,shCNDP1-1_7_BR_lvl1_1013012.csv,2585,4aa7c316a3e2472dbb6daf795228ef0f,CA263001-B593,NA,syn63100169,syn60245733,syn60245733,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245733,syn60245733,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245734,shCNDP1-1_9_BR_lvl1_1013014.csv,1,142025768,shCNDP1-1_9_BR_lvl1_1013014.csv,2109,5778bc58f5c3c51c2b521d79eaee0d6c,CA263001-B597,NA,syn63100169,syn60245734,syn60245734,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245734,syn60245734,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245735,shCNDP1-2_4_BR_lvl2_1013056.csv,1,142025782,shCNDP1-2_4_BR_lvl2_1013056.csv,2102,2a32b6a763f0bc4534cfb919da2ae45a,CA263001-B610,NA,syn63100169,syn60245735,syn60245735,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245735,syn60245735,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245736,shNTC3_BR_lvl1_1012995.csv,1,142025786,shNTC3_BR_lvl1_1012995.csv,3243,ecd1c345c3648f6d49462787a22b1bd9,CA263001-B631,NA,syn63100169,syn60245736,syn60245736,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245736,syn60245736,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245737,shCNDP1-2_2_BR_lvl1_1013019.csv,1,142025784,shCNDP1-2_2_BR_lvl1_1013019.csv,2139,1b8bbbc9e4bcfb624aac825238fd4f46,CA263001-B605,NA,syn63100169,syn60245737,syn60245737,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245737,syn60245737,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245738,shCNDP1-2_8_BR_lvl2_1013059.csv,1,142025779,shCNDP1-2_8_BR_lvl2_1013059.csv,2680,692ff8d4cf74c12d675f1cfa2fa9895b,CA263001-B616,NA,syn63100169,syn60245738,syn60245738,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245738,syn60245738,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245739,shCNDP1-1_2_BR_lvl2_1013042.csv,1,142025765,shCNDP1-1_2_BR_lvl2_1013042.csv,2197,3d39f0c5d1575c2f2c120e876f95f45b,CA263001-B584,NA,syn63100169,syn60245739,syn60245739,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245739,syn60245739,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245740,shCNDP1-2_2_BR_lvl2_1013054.csv,1,142025788,shCNDP1-2_2_BR_lvl2_1013054.csv,1617,dda50893bd5e0d19badd8b20b7782f65,CA263001-B606,NA,syn63100169,syn60245740,syn60245740,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245740,syn60245740,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245741,shCNDP1-2_3_BR_lvl1_1013020.csv,1,142025791,shCNDP1-2_3_BR_lvl1_1013020.csv,2262,59af9c0903200b093c70c907717cd3ff,CA263001-B607,NA,syn63100169,syn60245741,syn60245741,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245741,syn60245741,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245742,shNTC6_BR_lvl2_1013033.csv,1,142025796,shNTC6_BR_lvl2_1013033.csv,1732,a68c9587870e3b003945dc404a23769e,CA263001-B638,NA,syn63100169,syn60245742,syn60245742,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245742,syn60245742,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245743,shNTC13_BR_lvl1_1013005.csv,1,142025789,shNTC13_BR_lvl1_1013005.csv,1850,b39e5cd38f2e270980ddaed82855b94e,CA263001-B627,NA,syn63100169,syn60245743,syn60245743,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245743,syn60245743,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245744,shNTC2_BR_lvl2_1013029.csv,1,142025797,shNTC2_BR_lvl2_1013029.csv,1943,1225ed687ff28847fd591c880b1363fd,CA263001-B630,NA,syn63100169,syn60245744,syn60245744,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245744,syn60245744,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245745,shCNDP1-1_4_BR_lvl1_1013009.csv,1,142025780,shCNDP1-1_4_BR_lvl1_1013009.csv,2069,7bddfe980c4ef1b956a66e571bd4ca8f,CA263001-B587,NA,syn63100169,syn60245745,syn60245745,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245745,syn60245745,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245746,shCNDP1-2_9_BR_lvl1_1013025.csv,1,142025800,shCNDP1-2_9_BR_lvl1_1013025.csv,2151,21255369d129bfe9e086ea3b3c9b1345,CA263001-B617,NA,syn63100169,syn60245746,syn60245746,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245746,syn60245746,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245747,shNTC9_BR_lvl1_1013001.csv,1,142025794,shNTC9_BR_lvl1_1013001.csv,1823,9ecec95b04f38832bdece1fea970e69b,CA263001-B643,NA,syn63100169,syn60245747,syn60245747,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245747,syn60245747,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245748,shCNDP1-2_11B_BR_lvl1_1013027.csv,1,142025802,shCNDP1-2_11B_BR_lvl1_1013027.csv,2240,ae01a004dd381faba61d239ef8f569f3,CA263001-B603,NA,syn63100169,syn60245748,syn60245748,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245748,syn60245748,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245749,shCNDP1-2_5_BR_lvl2_1013057.csv,1,142025805,shCNDP1-2_5_BR_lvl2_1013057.csv,1725,3069fcc3b207b30b638b84c790e5a250,CA263001-B612,NA,syn63100169,syn60245749,syn60245749,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245749,syn60245749,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245750,shCNDP1-2_8_BR_lvl1_1013024.csv,1,142025807,shCNDP1-2_8_BR_lvl1_1013024.csv,2056,9328ecde2801054e6027a31dd505a957,CA263001-B615,NA,syn63100169,syn60245750,syn60245750,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245750,syn60245750,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245751,shNTC10_BR_lvl2_1013037.csv,1,142025803,shNTC10_BR_lvl2_1013037.csv,1699,91c24934d3f9234cc5e38f57bf2c9727,CA263001-B622,NA,syn63100169,syn60245751,syn60245751,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245751,syn60245751,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245752,shNTC7_BR_lvl2_1013034.csv,1,142025799,shNTC7_BR_lvl2_1013034.csv,1910,83c17a342484b678ad8ab57fdb7ed2d7,CA263001-B640,NA,syn63100169,syn60245752,syn60245752,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245752,syn60245752,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245753,shNTC2_BR_lvl1_1012994.csv,1,142025812,shNTC2_BR_lvl1_1012994.csv,2349,34241dd943330d992a6623f0c977db16,CA263001-B629,NA,syn63100169,syn60245753,syn60245753,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245753,syn60245753,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245754,shNTC12_BR_lvl1_1013004.csv,1,142025804,shNTC12_BR_lvl1_1013004.csv,1858,a2612f796527509e6545c7fd5e9ca0ab,CA263001-B625,NA,syn63100169,syn60245754,syn60245754,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245754,syn60245754,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245755,shCNDP1-2_11_BR_lvl1_1013026.csv,1,142025809,shCNDP1-2_11_BR_lvl1_1013026.csv,2519,b0e951e7001405bd4c2ea2a145b1ef4b,CA263001-B601,NA,syn63100169,syn60245755,syn60245755,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245755,syn60245755,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245756,shCNDP1-2_4_BR_lvl1_1013021.csv,1,142025814,shCNDP1-2_4_BR_lvl1_1013021.csv,2975,7273ad4cb397d868e812cebcc2798730,CA263001-B609,NA,syn63100169,syn60245756,syn60245756,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245756,syn60245756,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245757,shCNDP1-2_7_BR_lvl1_1013023.csv,1,142025806,shCNDP1-2_7_BR_lvl1_1013023.csv,1372,6f9244bee7573185b0fe9719b6fa89b7,CA263001-B613,NA,syn63100169,syn60245757,syn60245757,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245757,syn60245757,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245758,shNTC12_BR_lvl2_1013039.csv,1,142025810,shNTC12_BR_lvl2_1013039.csv,1806,7e6c1a5ef1af8f799b485fb2fd1a55fa,CA263001-B626,NA,syn63100169,syn60245758,syn60245758,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245758,syn60245758,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245759,shCNDP1-2_11_BR_lvl2_1013061.csv,1,142025769,shCNDP1-2_11_BR_lvl2_1013061.csv,1721,ed688c343dbdb8b8f5aa883525bc89db,CA263001-B602,NA,syn63100169,syn60245759,syn60245759,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245759,syn60245759,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245760,shNTC6_BR_lvl1_1012998.csv,1,142025817,shNTC6_BR_lvl1_1012998.csv,2210,343fc2d3085a4d3efa6eef83c3127760,CA263001-B637,NA,syn63100169,syn60245760,syn60245760,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245760,syn60245760,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245761,shNTC1_BR_lvl1_1012993.csv,1,142025808,shNTC1_BR_lvl1_1012993.csv,2345,bac72ddc5b279362019569cf126e9b85,CA263001-B619,NA,syn63100169,syn60245761,syn60245761,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245761,syn60245761,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245762,shNTC11_BR_lvl1_1013003.csv,1,142025818,shNTC11_BR_lvl1_1013003.csv,3171,ad557a91aab262f887e28b83149e4c54,CA263001-B623,NA,syn63100169,syn60245762,syn60245762,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245762,syn60245762,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245763,shNTC3_BR_lvl2_1013030.csv,1,142025822,shNTC3_BR_lvl2_1013030.csv,1648,86c00a43a985c22785520586a65b1564,CA263001-B632,NA,syn63100169,syn60245763,syn60245763,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245763,syn60245763,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245764,shNTC7_BR_lvl1_1012999.csv,1,142025825,shNTC7_BR_lvl1_1012999.csv,2110,763b3845b0888994295e30b2311db795,CA263001-B639,NA,syn63100169,syn60245764,syn60245764,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245764,syn60245764,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245765,shNTC4_BR_lvl2_1013031.csv,1,142025823,shNTC4_BR_lvl2_1013031.csv,2366,fc8fa045593cab546648b8087ff394b3,CA263001-B634,NA,syn63100169,syn60245765,syn60245765,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245765,syn60245765,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245766,shNTC5_BR_lvl1_1012997.csv,1,142025820,shNTC5_BR_lvl1_1012997.csv,2918,6ae01e6ba33334990377dc10ac03865b,CA263001-B635,NA,syn63100169,syn60245766,syn60245766,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245766,syn60245766,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245767,shNTC9_BR_lvl2_1013036.csv,1,142025819,shNTC9_BR_lvl2_1013036.csv,1709,91f7ce6c6d43effade83dfd834f724f7,CA263001-B644,NA,syn63100169,syn60245767,syn60245767,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245767,syn60245767,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245768,shNTC13_BR_lvl2_1013040.csv,1,142025828,shNTC13_BR_lvl2_1013040.csv,1982,d75bf5c2804ad98ff2fa2553007b69cc,CA263001-B628,NA,syn63100169,syn60245768,syn60245768,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245768,syn60245768,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245769,shNTC11_BR_lvl2_1013038.csv,1,142025826,shNTC11_BR_lvl2_1013038.csv,2036,157be5f22b4400d3ce7ba67d25e96cee,CA263001-B624,NA,syn63100169,syn60245769,syn60245769,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245769,syn60245769,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245770,shNTC5_BR_lvl2_1013032.csv,1,142025830,shNTC5_BR_lvl2_1013032.csv,1748,09c73b9374b6939f75e6c3f15b19a0d5,CA263001-B636,NA,syn63100169,syn60245770,syn60245770,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245770,syn60245770,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245771,shNTC10_BR_lvl1_1013002.csv,1,142025821,shNTC10_BR_lvl1_1013002.csv,1478,77751ed33a13ab732188e09deb079b48,CA263001-B621,NA,syn63100169,syn60245771,syn60245771,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245771,syn60245771,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245772,shCNDP1-2_9_BR_lvl2_1013060.csv,1,142025829,shCNDP1-2_9_BR_lvl2_1013060.csv,2039,c75587e40b003775ff382ee716c68471,CA263001-B618,NA,syn63100169,syn60245772,syn60245772,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245772,syn60245772,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245773,shNTC8_BR_lvl1_1013000.csv,1,142025831,shNTC8_BR_lvl1_1013000.csv,1624,6d545177c0a59f8af3d6ac8f60a71885,CA263001-B641,NA,syn63100169,syn60245773,syn60245773,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245773,syn60245773,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245774,shCNDP1-2_7_BR_lvl2_1013058.csv,1,142025832,shCNDP1-2_7_BR_lvl2_1013058.csv,1556,fe07ced895cea9186c65a640f7f8ca0f,CA263001-B614,NA,syn63100169,syn60245774,syn60245774,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245774,syn60245774,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245775,shNTC8_BR_lvl2_1013035.csv,1,142025834,shNTC8_BR_lvl2_1013035.csv,2041,6895dfdb86054e541abcab7c7a9ee9d6,CA263001-B642,NA,syn63100169,syn60245775,syn60245775,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245775,syn60245775,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60245776,shNTC1_BR_lvl2_1013028.csv,1,142025835,shNTC1_BR_lvl2_1013028.csv,1765,31a514b8566e70cc2c82cfb81df26bd9,CA263001-B620,NA,syn63100169,syn60245776,syn60245776,Hematoxylin and Eosin Staining Method,"Pathological partial annotations for image with the same basename, used to train MetFinder",NA,CSV,Level 3,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60245776,syn60245776,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
