name,assay,cellType,dataSubtype,dataType,diagnosis,individualID,individualIdSource,nf1Genotype,nf2Genotype,isCellLine,isMultiIndividual,isMultiSpecimen,isPrimaryCell,organ,sex,species,specimenID,specimenIdSource,tissue,experimentalCondition,experimentalTimePoint,timePointUnit,genePerturbationTechnology,genePerturbationType,genePerturbed,compoundDose,compoundDoseUnit,compoundDoseRange,compoundName,drugScreenType,secondCompoundName,fileFormat,resourceType,analysisType,isStranded,libraryPrep,readLength,readPairOrientation,readStrandOrigin,multipleTestingAdjustmentMethod,differentialExpressionMethod,alignmentMethod,runType,platform,transcriptQuantificationMethod,dataFileHandleId,chemicalStructure,structureType,studyId,studyName,createdOn,readPair,id,modelSystemName,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,tumorType,dataFileBucket,description,dataFileSizeBytes
MS02_12.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_12,NA,NA,"Dasatinib,Brigatinib",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371637,NA,NA,syn2343195,Synodos NF2,1539335295402,2,syn17009346,MS02,3322106,3e42e6fc-f5ef-40f3-bcf8-845196327f47,file,1,syn18456448,syn2343195,syn2343195,1679362946829,3421893,,proddata.sagebase.org,NA,3999868478
MS02_1.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_1,NA,NA,DMSO,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371644,NA,NA,syn2343195,Synodos NF2,1539335702059,2,syn17009347,MS02,3322106,295186f9-b22a-422b-993c-7c3311dafab6,file,1,syn18456448,syn2343195,syn2343195,1679362946885,3421893,,proddata.sagebase.org,NA,1952837216
MS02_13.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_13,NA,NA,DMSO,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371653,NA,NA,syn2343195,Synodos NF2,1539336116935,1,syn17009348,MS02,3322106,92699fb7-7f40-483f-a986-e8e6c31b9b1f,file,1,syn18456448,syn2343195,syn2343195,1679362946936,3421893,,proddata.sagebase.org,NA,1868968704
MS02_13.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_13,NA,NA,DMSO,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371654,NA,NA,syn2343195,Synodos NF2,1539336512058,2,syn17009349,MS02,3322106,13a86520-bfa8-4fcb-b2cb-e901ea6ef28c,file,1,syn18456448,syn2343195,syn2343195,1679362946985,3421893,,proddata.sagebase.org,NA,1872522427
MS02_14.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_14,NA,NA,Dasatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371667,NA,NA,syn2343195,Synodos NF2,1539336909938,1,syn17009350,MS02,3322106,76722918-43d3-4d21-a2cb-14a96aa32703,file,1,syn18456448,syn2343195,syn2343195,1679362947040,3421893,,proddata.sagebase.org,NA,2034313175
MS02_14.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_14,NA,NA,Dasatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371678,NA,NA,syn2343195,Synodos NF2,1539337372900,2,syn17009351,MS02,3322106,a9937b99-a76c-49ad-af3d-a73d690a72f0,file,1,syn18456448,syn2343195,syn2343195,1679362947095,3421893,,proddata.sagebase.org,NA,2080445197
MS02_15.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_15,NA,NA,Simvastatin,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371679,NA,NA,syn2343195,Synodos NF2,1539337663622,1,syn17009352,MS02,3322106,4c1e1206-a34e-470d-bb16-0a70e01799a2,file,1,syn18456448,syn2343195,syn2343195,1679362947152,3421893,,proddata.sagebase.org,NA,1619715079
MS02_15.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_15,NA,NA,Simvastatin,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371688,NA,NA,syn2343195,Synodos NF2,1539338011048,2,syn17009353,MS02,3322106,91a6f6c7-a72f-42c2-bde6-9d15bbe594e2,file,1,syn18456448,syn2343195,syn2343195,1679362947205,3421893,,proddata.sagebase.org,NA,1604873084
MS02_16.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_16,NA,NA,Brigatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371696,NA,NA,syn2343195,Synodos NF2,1539338380337,1,syn17009356,MS02,3322106,5fd19442-f7eb-400d-9296-72c89340c66d,file,1,syn18456448,syn2343195,syn2343195,1679362947256,3421893,,proddata.sagebase.org,NA,1879389595
MS02_16.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_16,NA,NA,Brigatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33371739,NA,NA,syn2343195,Synodos NF2,1539338775854,2,syn17009357,MS02,3322106,1a66715d-51f7-4c11-b372-5b4c79413090,file,1,syn18456448,syn2343195,syn2343195,1679362947306,3421893,,proddata.sagebase.org,NA,1928422765
MS02_17.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_17,NA,NA,"Dasatinib,Simvastatin",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33372218,NA,NA,syn2343195,Synodos NF2,1539339102232,1,syn17009358,MS02,3322106,761155df-a1a5-4eb3-8b76-a1a3ef808c1f,file,1,syn18456448,syn2343195,syn2343195,1679362947356,3421893,,proddata.sagebase.org,NA,1682623858
MS02_17.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_17,NA,NA,"Dasatinib,Simvastatin",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33372969,NA,NA,syn2343195,Synodos NF2,1539339426280,2,syn17009359,MS02,3322106,467ab87a-9d95-491b-94eb-93ffc49044c9,file,1,syn18456448,syn2343195,syn2343195,1679362947410,3421893,,proddata.sagebase.org,NA,1698924482
MS02_18.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_18,NA,NA,"Dasatinib,Brigatinib",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33373897,NA,NA,syn2343195,Synodos NF2,1539339814679,1,syn17009360,MS02,3322106,97790e60-e99f-462c-b0f3-444da68b0f38,file,1,syn18456448,syn2343195,syn2343195,1679362947464,3421893,,proddata.sagebase.org,NA,1920688094
MS02_18.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_18,NA,NA,"Dasatinib,Brigatinib",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33374630,NA,NA,syn2343195,Synodos NF2,1539340185932,2,syn17009361,MS02,3322106,a5ef30a1-6b36-4bd3-82f0-cee9262c05e0,file,1,syn18456448,syn2343195,syn2343195,1679362947518,3421893,,proddata.sagebase.org,NA,1900094185
MS02_2.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_2.,NA,NA,Dasatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33375733,NA,NA,syn2343195,Synodos NF2,1539340689944,1,syn17009362,MS02,3322106,6990ce08-d362-400b-9cd2-cf4390121eca,file,1,syn18456448,syn2343195,syn2343195,1679362947575,3421893,,proddata.sagebase.org,NA,2475852704
MS02_2.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_2,NA,NA,Dasatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33376882,NA,NA,syn2343195,Synodos NF2,1539341162045,2,syn17009363,MS02,3322106,96d61128-0c9c-4463-9e8c-2b0e71f62c3c,file,1,syn18456448,syn2343195,syn2343195,1679362947628,3421893,,proddata.sagebase.org,NA,2413195674
MS02_3.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_3,NA,NA,Simvastatin,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33377803,NA,NA,syn2343195,Synodos NF2,1539341552023,1,syn17009364,MS02,3322106,0c5f8fa8-a0df-42cb-a781-06e0ba26350c,file,1,syn18456448,syn2343195,syn2343195,1679362947689,3421893,,proddata.sagebase.org,NA,1931571914
MS02_3.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_3,NA,NA,Simvastatin,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33378597,NA,NA,syn2343195,Synodos NF2,1539341913878,2,syn17009365,MS02,3322106,3c881ea4-0923-4001-87c1-743cfdd0272f,file,1,syn18456448,syn2343195,syn2343195,1679362947742,3421893,,proddata.sagebase.org,NA,1949280257
MS02_4.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_4,NA,NA,Brigatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33379846,NA,NA,syn2343195,Synodos NF2,1539342447444,1,syn17009366,MS02,3322106,c1b0f392-b9e1-4c8d-80e4-116c3f0ab52a,file,1,syn18456448,syn2343195,syn2343195,1679362947795,3421893,,proddata.sagebase.org,NA,2645619449
MS02_4.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_4,NA,NA,Brigatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33381065,NA,NA,syn2343195,Synodos NF2,1539342983949,2,syn17009367,MS02,3322106,e68b78bc-5154-456d-a40c-957867f0776b,file,1,syn18456448,syn2343195,syn2343195,1679362947847,3421893,,proddata.sagebase.org,NA,2673562841
MS02_5.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_5,NA,NA,"Dasatinib,Simvastatin",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33381880,NA,NA,syn2343195,Synodos NF2,1539343394328,1,syn17009370,MS02,3322106,df651360-351b-4aa7-bd62-3db0765bf73e,file,1,syn18456448,syn2343195,syn2343195,1679362947902,3421893,,proddata.sagebase.org,NA,1969100310
MS02_5.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_5,NA,NA,"Dasatinib,Simvastatin",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Simvastatin",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33382822,NA,NA,syn2343195,Synodos NF2,1539343825540,2,syn17009373,MS02,3322106,b35b0f4c-76ac-4895-98e8-48b29f8eb38c,file,1,syn18456448,syn2343195,syn2343195,1679362947953,3421893,,proddata.sagebase.org,NA,1945375151
MS02_6.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_6,NA,NA,"Dasatinib,Brigatinib",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33383840,NA,NA,syn2343195,Synodos NF2,1539344297750,1,syn17009375,MS02,3322106,7b13691a-0eb9-4885-ab00-18bb6ad09e93,file,1,syn18456448,syn2343195,syn2343195,1679362948002,3421893,,proddata.sagebase.org,NA,2289626380
MS02_6.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_6,NA,NA,"Dasatinib,Brigatinib",24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,"Dasatinib,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33384864,NA,NA,syn2343195,Synodos NF2,1539344754696,2,syn17009377,MS02,3322106,783131ae-2127-4ded-9d16-a81c398c0a69,file,1,syn18456448,syn2343195,syn2343195,1679362948055,3421893,,proddata.sagebase.org,NA,2309023571
MS02_7.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_7,NA,NA,DMSO,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33385662,NA,NA,syn2343195,Synodos NF2,1539345140194,1,syn17009386,MS02,3322106,f20b057a-31a9-4ac0-8b9b-e216588b3a40,file,1,syn18456448,syn2343195,syn2343195,1679362948112,3421893,,proddata.sagebase.org,NA,1930077899
MS02_7.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_7,NA,NA,DMSO,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33386453,NA,NA,syn2343195,Synodos NF2,1539345500636,2,syn17009387,MS02,3322106,7cc4aa08-de4d-409b-ae41-035fcfd2d19a,file,1,syn18456448,syn2343195,syn2343195,1679362948174,3421893,,proddata.sagebase.org,NA,1894045240
MS02_8.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_8,NA,NA,Dasatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33387469,NA,NA,syn2343195,Synodos NF2,1539345970116,1,syn17009388,MS02,3322106,dc41e05a-6eac-4bdd-aee3-3b04951bcc4c,file,1,syn18456448,syn2343195,syn2343195,1679362948225,3421893,,proddata.sagebase.org,NA,2386915837
MS02_8.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_8,NA,NA,Dasatinib,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33388467,NA,NA,syn2343195,Synodos NF2,1539346476130,2,syn17009389,MS02,3322106,1a99eb24-addc-4ee7-9092-7320191e9260,file,1,syn18456448,syn2343195,syn2343195,1679362948308,3421893,,proddata.sagebase.org,NA,2402159861
MS02_9.1.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_9,NA,NA,Simvastatin,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33389346,NA,NA,syn2343195,Synodos NF2,1539346879072,1,syn17009390,MS02,3322106,8dbdab4f-1db3-4088-b252-b11bf4e81a54,file,1,syn18456448,syn2343195,syn2343195,1679362948361,3421893,,proddata.sagebase.org,NA,2015158928
MS02_9.2.fastq.gz,RNA-seq,schwann,raw,geneExpression,Neurofibromatosis type 2,MS02,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Mus musculus,MS02_9,NA,NA,Simvastatin,24,hours,CRE Recombinase,knockout,NF2,NA,NA,NA,Simvastatin,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33390269,NA,NA,syn2343195,Synodos NF2,1539347304996,2,syn17009391,MS02,3322106,f3afefcc-eac3-4251-8779-d90f97370c4a,file,1,syn18456448,syn2343195,syn2343195,1679362948413,3421893,,proddata.sagebase.org,NA,2007595338
Syn1_10.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_10,NA,NA,MK2206,24,hours,CRISPR,control,NA,NA,NA,NA,MK2206,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33391189,NA,NA,syn2343195,Synodos NF2,1539347756177,1,syn17009392,Syn1,3322106,38c8d442-a439-4ecc-bab1-58603006cd0a,file,1,syn18456448,syn2343195,syn2343195,1679362948463,3421893,,proddata.sagebase.org,NA,2042618819
Syn1_10.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_10,NA,NA,MK2206,24,hours,CRISPR,control,NA,NA,NA,NA,MK2206,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33392016,NA,NA,syn2343195,Synodos NF2,1539348152694,2,syn17009393,Syn1,3322106,0049f3a3-2b61-4549-81df-b9d4022de8a5,file,1,syn18456448,syn2343195,syn2343195,1679362948515,3421893,,proddata.sagebase.org,NA,2060468938
Syn1_11.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_11,NA,NA,Brigatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33392748,NA,NA,syn2343195,Synodos NF2,1539348453968,1,syn17009394,Syn1,3322106,ffec1fdb-efd4-4c04-a1b6-8ff7e06ce08e,file,1,syn18456448,syn2343195,syn2343195,1679362948567,3421893,,proddata.sagebase.org,NA,1401650631
Syn1_11.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_11,NA,NA,Brigatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33393387,NA,NA,syn2343195,Synodos NF2,1539348741385,2,syn17009395,Syn1,3322106,47bed978-bc18-43af-92f1-ba6e373d85bf,file,1,syn18456448,syn2343195,syn2343195,1679362948623,3421893,,proddata.sagebase.org,NA,1387997721
Syn1_1.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_1,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33394419,NA,NA,syn2343195,Synodos NF2,1539349232929,1,syn17009396,Syn1,3322106,8f5c576e-8985-4f38-9de5-889f17d03ddd,file,1,syn18456448,syn2343195,syn2343195,1679362948676,3421893,,proddata.sagebase.org,NA,2188326560
Syn1_12.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_12,NA,NA,"MK2206,Brigatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"MK2206,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33395042,NA,NA,syn2343195,Synodos NF2,1539349545346,1,syn17009397,Syn1,3322106,fd50abc8-e8fd-43c0-a537-dfd273592baf,file,1,syn18456448,syn2343195,syn2343195,1679362948728,3421893,,proddata.sagebase.org,NA,1373336835
Syn1_12.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_12,NA,NA,"MK2206,Brigatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"MK2206,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33395629,NA,NA,syn2343195,Synodos NF2,1539349853654,2,syn17009398,Syn1,3322106,b9e98c62-fa1a-43c0-9f7e-4f93512b47d9,file,1,syn18456448,syn2343195,syn2343195,1679362948782,3421893,,proddata.sagebase.org,NA,1390134643
Syn1_1.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_1,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33396382,NA,NA,syn2343195,Synodos NF2,1539350288014,2,syn17009399,Syn1,3322106,9c70b690-c570-44dd-9f95-e45895b528e2,file,1,syn18456448,syn2343195,syn2343195,1679362948839,3421893,,proddata.sagebase.org,NA,2130281386
Syn1_13.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_13,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33397037,NA,NA,syn2343195,Synodos NF2,1539350579567,1,syn17009400,Syn1,3322106,d5acf292-1aad-4ee6-86bc-2f2031298a71,file,1,syn18456448,syn2343195,syn2343195,1679362948891,3421893,,proddata.sagebase.org,NA,1456800619
