name,dataSubtype,dataType,fileFormat,individualID,resourceType,specimenID,studyId,nf2Genotype,cellType,runType,modifiedBy,diagnosis,studyName,platform,experimentalCondition,genePerturbationType,modelSystemName,assay,species,isCellLine,readPair,isPrimaryCell,libraryPrep,isMultiIndividual,isMultiSpecimen,isStranded,timePointUnit,genePerturbationTechnology,genePerturbed,compoundName,experimentalTimePoint
Syn5_11.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_11,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
Syn5_11.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_11,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
Syn5_1.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_1,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_12.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_12,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
Syn5_12.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_12,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
Syn5_1.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_1,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_13.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_13,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_13.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_13,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_14.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_14,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
Syn5_14.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_14,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
Syn5_15.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_15,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
Syn5_15.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_15,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
Syn5_16.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_16,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
Syn5_16.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_16,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
Syn5_17.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_17,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_17.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_17,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_18.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_18,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
Syn5_18.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_18,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
Syn5_19.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_19,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
Syn5_19.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_19,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
Syn5_20.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_20,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
Syn5_20.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_20,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
Syn5_21.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_21,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_21.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_21,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_2.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_2,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
Syn5_22.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_22,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
Syn5_22.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_22,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,INK128,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,INK128,24
Syn5_2.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_2,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
Syn5_23.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_23,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
Syn5_23.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_23,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Dasatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Dasatinib,24
Syn5_24.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_24,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
Syn5_24.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_24,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"INK128,Dasatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"INK128,Dasatinib",24
Syn5_3.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_3,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
Syn5_3.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_3,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
Syn5_4.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_4,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
Syn5_4.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_4,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
Syn5_5.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_5,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_5.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_5,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_6.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_6,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
Syn5_6.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_6,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,MK2206,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,MK2206,24
Syn5_7.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_7,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
Syn5_7.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_7,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,Brigatinib,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,Brigatinib,24
Syn5_8.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_8,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
Syn5_8.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_8,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,"MK2206,Brigatinib",knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,"MK2206,Brigatinib",24
Syn5_9.1.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_9,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,1,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
Syn5_9.2.fastq.gz,raw,geneExpression,fastq,Syn5,experimentalData,Syn5_9,syn2343195,-/-,arachnoid,pairedEnd,3421893,Neurofibromatosis type 2,Synodos NF2,Illumina HiSeq 2500,DMSO,knockout,Syn5,RNA-seq,Homo sapiens,Yes,2,,polyAselection,No,No,Yes,hours,CRISPR,NF2,DMSO,24
