File,Column,Category,Reason,Sample_Values,Name_Check,Data_Check
nf_28.csv,isCellLine,Likely Human,No computer-generated patterns detected,Yes | Yes | Yes,Likely human-annotated,Human-readable format
nf_28.csv,organ,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,sex,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,species,Likely Human,No computer-generated patterns detected,Homo sapiens | Homo sapiens | Homo sapiens,Likely human-annotated,Human-readable format
nf_28.csv,study,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,tissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,disease,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,isPrimaryCell,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,sampleIdentifier,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,timePointUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,differentialExpressionMethod,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,accessTeam,Likely Human,No computer-generated patterns detected,3396402 | 3396402 | 3396402,Likely human-annotated,Human-readable format
nf_28.csv,averageBaseQuality,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,expressionUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,genomicReference,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,initiative,Likely Human,No computer-generated patterns detected,Open Proposal Program | Open Proposal Program | Open Proposal Program,Likely human-annotated,Human-readable format
nf_28.csv,isStranded,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,libraryPreparationMethod,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,libraryStrand,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,pairsOnDifferentChr,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,platform,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,progressReportNumber,Likely Human,No computer-generated patterns detected,0 | 0 | 0,Likely human-annotated,Human-readable format
nf_28.csv,readsDuplicatedPercent,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,readsMappedPercent,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,specimenPreparationMethod,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,totalReads,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,workflow,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_28.csv,workflowLink,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,id,Computer Generated,Ends with ID,syn20394881 | syn20395068 | syn20395354,Ends with ID,Synapse ID format
nf_29.csv,parentId,Computer Generated,Ends with ID,syn20394571 | syn20394571 | syn20394571,Ends with ID,Synapse ID format
nf_29.csv,benefactorId,Computer Generated,Ends with ID,syn20380009 | syn20380009 | syn20380009,Ends with ID,Synapse ID format
nf_29.csv,projectId,Computer Generated,Ends with ID,syn4939918 | syn4939918 | syn4939918,Ends with ID,Synapse ID format
nf_29.csv,individualID,Computer Generated,Ends with ID,IGTP_FIPS | IGTP_FIPS | IGTP_5,Ends with ID,Human-readable format
nf_29.csv,specimenID,Computer Generated,Ends with ID,EX16_FiPS_NC | FiPS_PSC | 5PNF_TDiPSsv_MM_PSC,Ends with ID,Human-readable format
nf_29.csv,nf1Genotype,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_29.csv,cellType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_29.csv,dataSubtype,Computer Generated,Type field (often system-generated),raw | raw | raw,Type field (often system-generated),Human-readable format
nf_29.csv,dataType,Computer Generated,Type field (often system-generated),geneExpression | geneExpression | geneExpression,Type field (often system-generated),Human-readable format
nf_29.csv,fileFormat,Computer Generated,File format field,fastq | fastq | fastq,File format field,Human-readable format
nf_29.csv,nf2Genotype,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_29.csv,drugScreenType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_29.csv,fileType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_29.csv,tissueType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_29.csv,analysisType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_29.csv,resourceType,Computer Generated,Type field (often system-generated),experimentalData | experimentalData | experimentalData,Type field (often system-generated),Human-readable format
nf_29.csv,studyId,Computer Generated,Ends with ID,syn4939918 | syn4939918 | syn4939918,Ends with ID,Synapse ID format
nf_29.csv,tumorType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_29.csv,Component,Computer Generated,Component identifier,RNASeqTemplate | RNASeqTemplate | RNASeqTemplate,Component identifier,Human-readable format
nf_29.csv,Uuid,Computer Generated,Ends with ID,4c9859d9-7ccd-4b90-be83-92cdcf261e0f | d756ad32-c0ce-4fcf-b962-5a5420fc3b7c | 5a1c06be-d10c-4fff-a004-b39729db11a0,Ends with ID,UUID format
nf_29.csv,accessType,Computer Generated,Type field (often system-generated),REQUEST ACCESS | REQUEST ACCESS | REQUEST ACCESS,Type field (often system-generated),Human-readable format
nf_29.csv,averageInsertSize,Computer Generated,File size field,,File size field,No data available
nf_29.csv,averageReadLength,Computer Generated,Length field,,Length field,No data available
nf_29.csv,eTag,Computer Generated,Contains etag,,Contains etag,No data available
nf_29.csv,entityId,Computer Generated,Ends with ID,syn20394881 | syn20395068 | syn20395354,Ends with ID,Synapse ID format
nf_29.csv,platform,Computer Generated,Consistent alphanumeric format,Illumina HiSeq 3000 | Illumina HiSeq 3000 | Illumina HiSeq 3000,Likely human-annotated,Consistent alphanumeric format
nf_29.csv,reportMilestone,Computer Generated,Milestone field,1 | 1 | 1,Milestone field,Human-readable format
nf_29.csv,studyName,Computer Generated,Consistent alphanumeric format,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage | Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage | Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,Likely human-annotated,Consistent alphanumeric format
nf_29.csv,description,Computer Generated,Created/Modified on field,,Created/Modified on field,No data available
nf_29.csv,createdOn,Computer Generated,Creation metadata,1562328576804 | 1562330334252 | 1562332061227,Creation metadata,Long numeric ID
nf_29.csv,createdBy,Computer Generated,Creation metadata,3337130 | 3337130 | 3337130,Creation metadata,Human-readable format
nf_29.csv,etag,Computer Generated,Contains etag,788e67a6-e892-4374-ae22-e7d13f4bdde5 | a96937c0-5e79-4272-9e47-14a1e8f67896 | 04426d86-4749-4df1-917f-8f8dbbcee47f,Contains etag,UUID format
nf_29.csv,modifiedOn,Computer Generated,Modification metadata,1695915263256 | 1695915265905 | 1695915261880,Modification metadata,Long numeric ID
nf_29.csv,modifiedBy,Computer Generated,Modification metadata,3434950 | 3434950 | 3434950,Modification metadata,Human-readable format
nf_29.csv,path,Computer Generated,File path field,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/EX16_FiPS_NC_1.fastq.gz | Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/FiPS_PSC_2.fastq.gz | Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/RNAseq/5PNF_TDiPSsv_MM_PSC_1.fastq.gz,File path field,File path format
nf_29.csv,type,Computer Generated,Type field (often system-generated),file | file | file,Type field (often system-generated),Human-readable format
nf_29.csv,currentVersion,Computer Generated,Created/Modified on field,1 | 1 | 1,Created/Modified on field,Human-readable format
nf_29.csv,dataFileHandleId,Computer Generated,Ends with ID,41253661 | 41253917 | 41254146,Ends with ID,File handle ID
nf_29.csv,dataFileName,Computer Generated,Filename field,EX16_FiPS_NC_1.fastq.gz | FiPS_PSC_2.fastq.gz | 5PNF_TDiPSsv_MM_PSC_1.fastq.gz,Filename field,Human-readable format
nf_29.csv,dataFileSizeBytes,Computer Generated,File size field,2802541580 | 2642347669 | 2463235971,File size field,Long numeric ID
nf_29.csv,dataFileMD5Hex,Computer Generated,Contains MD5,b0a48dbf026757335f457d8ecd077072 | 3b0c9c6d7e20cbb200c5921a7127cff3 | 29cdc1bc8fa85efc42de5f6dff3eebc6,Contains MD5,Hash-like hex string
nf_29.csv,dataFileConcreteType,Computer Generated,Concrete type field,org.sagebionetworks.repo.model.file.S3FileHandle | org.sagebionetworks.repo.model.file.S3FileHandle | org.sagebionetworks.repo.model.file.S3FileHandle,Concrete type field,Consistent alphanumeric format
nf_29.csv,dataFileBucket,Computer Generated,Storage bucket field,proddata.sagebase.org | proddata.sagebase.org | proddata.sagebase.org,Storage bucket field,Human-readable format
nf_29.csv,dataFileKey,Computer Generated,Ends with Key,3337130/00f7e3cd-3909-4753-aaab-2237abdd15d5/EX16_FiPS_NC_1.fastq.gz | 3337130/693b3d18-352c-40b7-8274-0e0d7d9d3777/FiPS_PSC_2.fastq.gz | 3337130/1c218de0-68af-4bd3-8315-82e24cac3e94/5PNF_TDiPSsv_MM_PSC_1.fastq.gz,Ends with Key,File path format
nf_29.csv,name,Likely Human,No computer-generated patterns detected,EX16_FiPS_NC_1.fastq.gz | FiPS_PSC_2.fastq.gz | 5PNF_TDiPSsv_MM_PSC_1.fastq.gz,Likely human-annotated,Human-readable format
nf_29.csv,assay,Likely Human,No computer-generated patterns detected,RNA-seq | RNA-seq | RNA-seq,Likely human-annotated,Human-readable format
nf_29.csv,age_months,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,consortium,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,diagnosis,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,fundingAgency,Likely Human,No computer-generated patterns detected,NTAP | NTAP | NTAP,Likely human-annotated,Human-readable format
nf_29.csv,isCellLine,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,organ,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,sex,Likely Human,No computer-generated patterns detected,Male | Female,Likely human-annotated,Human-readable format
nf_29.csv,species,Likely Human,No computer-generated patterns detected,Homo sapiens | Homo sapiens | Homo sapiens,Likely human-annotated,Human-readable format
nf_29.csv,study,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,tissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,disease,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,isPrimaryCell,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,sampleIdentifier,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,timePointUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,differentialExpressionMethod,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,accessTeam,Likely Human,No computer-generated patterns detected,3396402 | 3396402 | 3396402,Likely human-annotated,Human-readable format
nf_29.csv,averageBaseQuality,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,expressionUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,genomicReference,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,initiative,Likely Human,No computer-generated patterns detected,Open Proposal Program | Open Proposal Program | Open Proposal Program,Likely human-annotated,Human-readable format
nf_29.csv,isStranded,Likely Human,No computer-generated patterns detected,Yes | Yes | Yes,Likely human-annotated,Human-readable format
nf_29.csv,libraryPreparationMethod,Likely Human,No computer-generated patterns detected,TruSeq standard total RNA library kit | TruSeq standard total RNA library kit | TruSeq standard total RNA library kit,Likely human-annotated,Human-readable format
nf_29.csv,libraryStrand,Likely Human,No computer-generated patterns detected,FirstStranded | FirstStranded | FirstStranded,Likely human-annotated,Human-readable format
nf_29.csv,pairsOnDifferentChr,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,progressReportNumber,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,readsDuplicatedPercent,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,readsMappedPercent,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,specimenPreparationMethod,Likely Human,No computer-generated patterns detected,Fresh collected | Fresh collected | Fresh collected,Likely human-annotated,Human-readable format
nf_29.csv,totalReads,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,workflow,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_29.csv,workflowLink,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_3.csv,id,Computer Generated,Ends with ID,syn11888528 | syn11888529 | syn11888530,Ends with ID,Synapse ID format
nf_3.csv,name,Computer Generated,Consistent alphanumeric format,tumor_XI065_SYN_NF_004_merged.mdup.bam | tumor_XI065_SYN_NF_006_merged.mdup.bam | tumor_XI065_SYN_NF_007_merged.mdup.bam,Likely human-annotated,Consistent alphanumeric format
nf_3.csv,aliquotID,Computer Generated,Ends with ID,,Ends with ID,No data available
nf_3.csv,cellType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_3.csv,dataSubtype,Computer Generated,Type field (often system-generated),processed | processed | processed,Type field (often system-generated),Human-readable format
nf_3.csv,dataType,Computer Generated,Type field (often system-generated),genomicVariants | genomicVariants | genomicVariants,Type field (often system-generated),Human-readable format
nf_3.csv,diagnosis,Computer Generated,Consistent alphanumeric format,Neurofibromatosis type 1 | Neurofibromatosis type 1 | Neurofibromatosis type 1,Likely human-annotated,Consistent alphanumeric format
nf_3.csv,entityId,Computer Generated,Ends with ID,syn11888528 | syn11888529 | syn11888530,Ends with ID,Synapse ID format
nf_3.csv,fileFormat,Computer Generated,File format field,bam | bam | bam,File format field,Human-readable format
nf_3.csv,individualID,Computer Generated,Ends with ID,SYN_NF_004 | SYN_NF_006 | SYN_NF_007,Ends with ID,Human-readable format
nf_3.csv,nf1Genotype,Computer Generated,Type field (often system-generated),-/- | Unknown | -/-,Type field (often system-generated),Human-readable format
nf_3.csv,nf2Genotype,Computer Generated,Type field (often system-generated),Unknown | Unknown | Unknown,Type field (often system-generated),Human-readable format
nf_3.csv,parentSpecimenID,Computer Generated,Ends with ID,SYN_NF_004 | SYN_NF_006 | SYN_NF_007,Ends with ID,Human-readable format
nf_3.csv,readLength,Computer Generated,Length field,151 | 151 | 151,Length field,Human-readable format
nf_3.csv,readPairOrientation,Computer Generated,Created/Modified on field,,Created/Modified on field,No data available
nf_3.csv,resourceType,Computer Generated,Type field (often system-generated),experimentalData | experimentalData | experimentalData,Type field (often system-generated),Human-readable format
nf_3.csv,runType,Computer Generated,Type field (often system-generated),pairedEnd | pairedEnd | pairedEnd,Type field (often system-generated),Human-readable format
nf_3.csv,specimenID,Computer Generated,Ends with ID,SYN_NF_004 | SYN_NF_006 | SYN_NF_007,Ends with ID,Human-readable format
nf_3.csv,studyId,Computer Generated,Ends with ID,syn5698493 | syn5698493 | syn5698493,Ends with ID,Synapse ID format
nf_3.csv,studyName,Computer Generated,Consistent alphanumeric format,Synodos NF1 Low Grade Glioma | Synodos NF1 Low Grade Glioma | Synodos NF1 Low Grade Glioma,Likely human-annotated,Consistent alphanumeric format
nf_3.csv,tumorType,Computer Generated,Type field (often system-generated),Pilocytic Astrocytoma | Unknown | Pilocytic Astrocytoma,Type field (often system-generated),Human-readable format
nf_3.csv,age,Likely Human,No computer-generated patterns detected,12.33 | 9.08 | 11,Likely human-annotated,Human-readable format
nf_3.csv,ageUnit,Likely Human,No computer-generated patterns detected,years | years | years,Likely human-annotated,Human-readable format
nf_3.csv,assay,Likely Human,No computer-generated patterns detected,whole genome sequencing | whole genome sequencing | whole genome sequencing,Likely human-annotated,Human-readable format
nf_3.csv,comments,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_3.csv,dissociationMethod,Likely Human,No computer-generated patterns detected,none | none | none,Likely human-annotated,Human-readable format
nf_3.csv,fundingAgency,Likely Human,No computer-generated patterns detected,CTF | CTF | CTF,Likely human-annotated,Human-readable format
nf_3.csv,initiative,Likely Human,No computer-generated patterns detected,Synodos | Synodos | Synodos,Likely human-annotated,Human-readable format
nf_3.csv,isCellLine,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_3.csv,isMultiIndividual,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_3.csv,isMultiSpecimen,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_3.csv,isPrimaryCell,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_3.csv,isStranded,Likely Human,No computer-generated patterns detected,No | No | No,Likely human-annotated,Human-readable format
nf_3.csv,libraryPrep,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_3.csv,libraryPreparationMethod,Likely Human,No computer-generated patterns detected,Illumina TruSeq DNA Nano | Illumina TruSeq DNA Nano | Illumina TruSeq DNA Nano,Likely human-annotated,Human-readable format
nf_3.csv,modelSystemName,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_3.csv,nucleicAcidSource,Likely Human,No computer-generated patterns detected,bulk cell | bulk cell | bulk cell,Likely human-annotated,Human-readable format
nf_3.csv,organ,Likely Human,No computer-generated patterns detected,brain | brain | brain,Likely human-annotated,Human-readable format
nf_3.csv,platform,Likely Human,No computer-generated patterns detected,Illumina HiSeq X | Illumina HiSeq X | Illumina HiSeq X,Likely human-annotated,Human-readable format
nf_3.csv,progressReportNumber,Likely Human,No computer-generated patterns detected,6 | 6 | 6,Likely human-annotated,Human-readable format
nf_3.csv,readDepth,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_3.csv,readPair,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_3.csv,readStrandOrigin,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_3.csv,sex,Likely Human,No computer-generated patterns detected,Male | Unknown | Female,Likely human-annotated,Human-readable format
nf_3.csv,species,Likely Human,No computer-generated patterns detected,Homo sapiens | Homo sapiens | Homo sapiens,Likely human-annotated,Human-readable format
nf_3.csv,specimenPreparationMethod,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_3.csv,tissue,Likely Human,No computer-generated patterns detected,primary tumor | primary tumor | primary tumor,Likely human-annotated,Human-readable format
nf_30.csv,id,Computer Generated,Ends with ID,syn20440108 | syn20440127 | syn20440138,Ends with ID,Synapse ID format
nf_30.csv,parentId,Computer Generated,Ends with ID,syn20440088 | syn20440088 | syn20440088,Ends with ID,Synapse ID format
nf_30.csv,benefactorId,Computer Generated,Ends with ID,syn20380009 | syn20380009 | syn20380009,Ends with ID,Synapse ID format
nf_30.csv,projectId,Computer Generated,Ends with ID,syn4939918 | syn4939918 | syn4939918,Ends with ID,Synapse ID format
nf_30.csv,individualID,Computer Generated,Ends with ID,,Ends with ID,No data available
nf_30.csv,specimenID,Computer Generated,Ends with ID,,Ends with ID,No data available
nf_30.csv,nf1Genotype,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_30.csv,cellType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_30.csv,dataSubtype,Computer Generated,Type field (often system-generated),raw | raw | raw,Type field (often system-generated),Human-readable format
nf_30.csv,dataType,Computer Generated,Type field (often system-generated),genomicVariants | genomicVariants | genomicVariants,Type field (often system-generated),Human-readable format
nf_30.csv,diagnosis,Computer Generated,Consistent alphanumeric format,Neurofibromatosis type 1 | Neurofibromatosis type 1 | Neurofibromatosis type 1,Likely human-annotated,Consistent alphanumeric format
nf_30.csv,fileFormat,Computer Generated,File format field,txt | txt | txt,File format field,Human-readable format
nf_30.csv,nf2Genotype,Computer Generated,Type field (often system-generated),+/+ | +/+ | +/+,Type field (often system-generated),Human-readable format
nf_30.csv,drugScreenType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_30.csv,fileType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_30.csv,tissueType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_30.csv,analysisType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_30.csv,resourceType,Computer Generated,Type field (often system-generated),experimentalData | experimentalData | experimentalData,Type field (often system-generated),Human-readable format
nf_30.csv,studyId,Computer Generated,Ends with ID,syn4939918 | syn4939918 | syn4939918,Ends with ID,Synapse ID format
nf_30.csv,tumorType,Computer Generated,Type field (often system-generated),,Type field (often system-generated),No data available
nf_30.csv,Component,Computer Generated,Component identifier,,Component identifier,No data available
nf_30.csv,Uuid,Computer Generated,Ends with ID,,Ends with ID,No data available
nf_30.csv,accessType,Computer Generated,Type field (often system-generated),REQUEST ACCESS | REQUEST ACCESS | REQUEST ACCESS,Type field (often system-generated),Human-readable format
nf_30.csv,averageInsertSize,Computer Generated,File size field,,File size field,No data available
nf_30.csv,averageReadLength,Computer Generated,Length field,,Length field,No data available
nf_30.csv,eTag,Computer Generated,Contains etag,,Contains etag,No data available
nf_30.csv,entityId,Computer Generated,Ends with ID,syn20440108 | syn20440127 | syn20440138,Ends with ID,Synapse ID format
nf_30.csv,reportMilestone,Computer Generated,Milestone field,1 | 1 | 1,Milestone field,Human-readable format
nf_30.csv,studyName,Computer Generated,Consistent alphanumeric format,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage | Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage | Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage,Likely human-annotated,Consistent alphanumeric format
nf_30.csv,description,Computer Generated,Created/Modified on field,,Created/Modified on field,No data available
nf_30.csv,createdOn,Computer Generated,Creation metadata,1562580381672 | 1562580461665 | 1562580513213,Creation metadata,Long numeric ID
nf_30.csv,createdBy,Computer Generated,Creation metadata,3337130 | 3337130 | 3337130,Creation metadata,Human-readable format
nf_30.csv,etag,Computer Generated,Contains etag,0482228e-dc99-4a8b-9e04-4cd4e8a6ae65 | 27c225a5-11da-45ab-ad30-5a675a402e9c | e20b4893-7526-49bd-80aa-4bc2ad9eadca,Contains etag,UUID format
nf_30.csv,modifiedOn,Computer Generated,Modification metadata,1679363247331 | 1679363247379 | 1679363247423,Modification metadata,Long numeric ID
nf_30.csv,modifiedBy,Computer Generated,Modification metadata,3421893 | 3421893 | 3421893,Modification metadata,Human-readable format
nf_30.csv,path,Computer Generated,File path field,Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/SNParray/PNF13_S.txt | Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/SNParray/PNF13_FiPS_PM_5.txt | Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage/Raw Data/SNParray/PNF13_SiPS_PM_4.txt,File path field,File path format
nf_30.csv,type,Computer Generated,Type field (often system-generated),file | file | file,Type field (often system-generated),Human-readable format
nf_30.csv,currentVersion,Computer Generated,Created/Modified on field,1 | 1 | 1,Created/Modified on field,Human-readable format
nf_30.csv,dataFileHandleId,Computer Generated,Ends with ID,41350062 | 41350152 | 41350239,Ends with ID,File handle ID
nf_30.csv,dataFileName,Computer Generated,Filename field,PNF13_S.txt | PNF13_FiPS_PM_5.txt | PNF13_SiPS_PM_4.txt,Filename field,Human-readable format
nf_30.csv,dataFileSizeBytes,Computer Generated,File size field,115419158 | 72805467 | 72799993,File size field,Human-readable format
nf_30.csv,dataFileMD5Hex,Computer Generated,Contains MD5,5c928b045140b0c77c6d97090ae19114 | fd9d9f6a490388c13dcccb0704c3e362 | 3772a115d68e27953a6b7013a34f4bd6,Contains MD5,Hash-like hex string
nf_30.csv,dataFileConcreteType,Computer Generated,Concrete type field,org.sagebionetworks.repo.model.file.S3FileHandle | org.sagebionetworks.repo.model.file.S3FileHandle | org.sagebionetworks.repo.model.file.S3FileHandle,Concrete type field,Consistent alphanumeric format
nf_30.csv,dataFileBucket,Computer Generated,Storage bucket field,proddata.sagebase.org | proddata.sagebase.org | proddata.sagebase.org,Storage bucket field,Human-readable format
nf_30.csv,dataFileKey,Computer Generated,Ends with Key,3337130/9a01f06b-6c4d-4291-9fe1-3a78645f0121/PNF13_S.txt | 3337130/a047d2f0-b88b-466c-aa81-da4f824ebbe0/PNF13_FiPS_PM_5.txt | 3337130/62230239-2586-42fe-924e-a6d4308f8d09/PNF13_SiPS_PM_4.txt,Ends with Key,File path format
nf_30.csv,name,Likely Human,No computer-generated patterns detected,PNF13_S.txt | PNF13_FiPS_PM_5.txt | PNF13_SiPS_PM_4.txt,Likely human-annotated,Human-readable format
nf_30.csv,assay,Likely Human,No computer-generated patterns detected,SNP array | SNP array | SNP array,Likely human-annotated,Human-readable format
nf_30.csv,age_months,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,consortium,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,fundingAgency,Likely Human,No computer-generated patterns detected,NTAP | NTAP | NTAP,Likely human-annotated,Human-readable format
nf_30.csv,isCellLine,Likely Human,No computer-generated patterns detected,Yes | Yes | Yes,Likely human-annotated,Human-readable format
nf_30.csv,organ,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,sex,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,species,Likely Human,No computer-generated patterns detected,Homo sapiens | Homo sapiens | Homo sapiens,Likely human-annotated,Human-readable format
nf_30.csv,study,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,tissue,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,disease,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,isPrimaryCell,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,sampleIdentifier,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,timePointUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,differentialExpressionMethod,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,accessTeam,Likely Human,No computer-generated patterns detected,3396402 | 3396402 | 3396402,Likely human-annotated,Human-readable format
nf_30.csv,averageBaseQuality,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,expressionUnit,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,genomicReference,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,initiative,Likely Human,No computer-generated patterns detected,Open Proposal Program | Open Proposal Program | Open Proposal Program,Likely human-annotated,Human-readable format
nf_30.csv,isStranded,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,libraryPreparationMethod,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
nf_30.csv,libraryStrand,Likely Human,No computer-generated patterns detected,,Likely human-annotated,No data available
